ID, Year, Best_est_deaths
137125, 2006, 1
138964, 2009, 1
136879, 2005, 1
137220, 2006, 1
137665, 2006, 63
137666, 2006, 2
137667, 2006, 7
147276, 1992, 33
159940, 1996, 35
120255, 2014, 9
121299, 2003, 1
121308, 2003, 7
121309, 2003, 2
121310, 2003, 1
121311, 2003, 1
121312, 2003, 1
121316, 2003, 0
121317, 2003, 1
121322, 2004, 8
121323, 2004, 10
121324, 2004, 9
121358, 2003, 5
121359, 2003, 4
121374, 2003, 1
121378, 2004, 1
121659, 2004, 0
121672, 2004, 77
121673, 2004, 9
121674, 2004, 0
121679, 2003, 5
121684, 2003, 1
121691, 2004, 16
121692, 2003, 5
121693, 2003, 2
121900, 2004, 4
121901, 2004, 0
121924, 2003, 1
121932, 2003, 1
121933, 2003, 2
121938, 2003, 1
121940, 2004, 1
121943, 2003, 1
121945, 2003, 15
121946, 2003, 1
121952, 2004, 8
121953, 2004, 0
121969, 2004, 1
215742, 2014, 18
213513, 2015, 0
213565, 2015, 0
213627, 2015, 0
215704, 2014, 8
215705, 2014, 3
215706, 2014, 3
215710, 2014, 7
215743, 2014, 4
215747, 2014, 6
215750, 2014, 2
215752, 2014, 10
215760, 2014, 4
215783, 2014, 19
215786, 2014, 8
215898, 2015, 12
215922, 2015, 0
215923, 2015, 0
215924, 2015, 12
215935, 2015, 16
215937, 2015, 3
215938, 2015, 0
215940, 2015, 0
215942, 2015, 0
215949, 2015, 0
215951, 2015, 0
215952, 2015, 30
215957, 2015, 8
215958, 2015, 28
215959, 2015, 4
215961, 2015, 9
215963, 2015, 2
215964, 2015, 6
215982, 2015, 20
215985, 2015, 10
215987, 2015, 6
215990, 2015, 5
215991, 2015, 0
216070, 2015, 0
216071, 2015, 0
216075, 2015, 0
216076, 2015, 0
216081, 2015, 1
216083, 2015, 12
216084, 2015, 1
216088, 2015, 0
217256, 2012, 25
217328, 2012, 46
115778, 1995, 1
115775, 1995, 3
116004, 2010, 1
137740, 2006, 1
137741, 2006, 1
28727, 2012, 1
28707, 2012, 1
28812, 2012, 13
28708, 2012, 1
28709, 2012, 1
28704, 2012, 1
28705, 2012, 3
28696, 2012, 1
29324, 2012, 1
29338, 2012, 8
29356, 2012, 1
29323, 2012, 2
29333, 2012, 14
29334, 2012, 43
29341, 2012, 16
29342, 2012, 7
29343, 2012, 1
29344, 2012, 5
29346, 2012, 32
29347, 2012, 4
29354, 2012, 42
29355, 2012, 8
29348, 2012, 26
29357, 2012, 2
29349, 2012, 8
29350, 2012, 3
29351, 2012, 1
29352, 2012, 9
29360, 2012, 2
29362, 2012, 9
29363, 2012, 5
29364, 2012, 5
29365, 2012, 2
29369, 2012, 10
29379, 2012, 3
29372, 2012, 5
29373, 2012, 4
29374, 2012, 4
29375, 2012, 7
29376, 2012, 12
29378, 2012, 33
29380, 2012, 7
29381, 2012, 2
29383, 2012, 1
29384, 2012, 2
29385, 2012, 2
29386, 2012, 1
29388, 2012, 4
29389, 2012, 7
29396, 2012, 8
29390, 2012, 1
29391, 2012, 5
29392, 2012, 2
29393, 2012, 4
29394, 2012, 13
29395, 2012, 10
29397, 2012, 4
29398, 2012, 3
216092, 2015, 0
216093, 2015, 0
216095, 2015, 0
216099, 2015, 0
216214, 2015, 5
216103, 2015, 0
216104, 2015, 0
216106, 2015, 0
216108, 2015, 4
216114, 2015, 0
216115, 2015, 0
216119, 2015, 5
216120, 2015, 43
216180, 2015, 0
216124, 2015, 2
216125, 2015, 0
216126, 2015, 4
216127, 2015, 0
216187, 2015, 8
216128, 2015, 13
216129, 2015, 26
216137, 2015, 0
216148, 2015, 11
216139, 2015, 8
216147, 2015, 0
216151, 2015, 0
216158, 2015, 3
216160, 2015, 1
216162, 2015, 5
216164, 2015, 6
216167, 2015, 0
216169, 2015, 0
216173, 2015, 0
216174, 2015, 0
216175, 2015, 15
216188, 2015, 0
216194, 2015, 0
216203, 2015, 5
216206, 2015, 0
216211, 2015, 0
138067, 2007, 8
216223, 2015, 4
216224, 2015, 1
216226, 2015, 7
216227, 2015, 5
216228, 2015, 4
216230, 2015, 6
216231, 2015, 6
216232, 2015, 0
216234, 2015, 0
216240, 2015, 17
216241, 2015, 10
216242, 2015, 4
216719, 2014, 19
216723, 2015, 0
46041, 2013, 5
198313, 2015, 20
198333, 2015, 9
48450, 2013, 2
45887, 2013, 30
45918, 2013, 1
45919, 2013, 6
45938, 2013, 4
45942, 2013, 3
46011, 2013, 1
46012, 2013, 23
46027, 2013, 6
48381, 2013, 4
48439, 2013, 1
48447, 2013, 2
48448, 2013, 2
48449, 2013, 2
48495, 2013, 2
48498, 2013, 12
48499, 2013, 8
48500, 2013, 2
48502, 2013, 1
48503, 2013, 19
48504, 2013, 2
48505, 2013, 6
48506, 2013, 1
48507, 2013, 3
48509, 2013, 3
48510, 2013, 12
51587, 2013, 6
109961, 2010, 1
51549, 2013, 4
51521, 2013, 14
51527, 2013, 3
51528, 2013, 23
51529, 2013, 4
51530, 2013, 9
51531, 2013, 42
51535, 2013, 1
51537, 2013, 5
51539, 2013, 17
51540, 2013, 7
51541, 2013, 3
51542, 2013, 0
51544, 2013, 2
51545, 2013, 6
51546, 2013, 1
51547, 2013, 5
51548, 2013, 4
51551, 2013, 2
51553, 2013, 8
51554, 2013, 6
51556, 2013, 27
51557, 2013, 1
51558, 2013, 6
51559, 2013, 1
51560, 2013, 1
51586, 2013, 7
51563, 2013, 7
51564, 2013, 1
51566, 2013, 7
110133, 2010, 3
51567, 2013, 24
51572, 2013, 2
51581, 2013, 2
51582, 2013, 1
51583, 2013, 2
51584, 2013, 2
51585, 2013, 2
63279, 2013, 36
63757, 2013, 3
61687, 2013, 3
61692, 2013, 4
61750, 2013, 2
61751, 2013, 1
61767, 2013, 9
62327, 2013, 3
61911, 2013, 2
61890, 2013, 4
61891, 2013, 1
61892, 2013, 7
61900, 2013, 3
61894, 2013, 5
61895, 2013, 4
61896, 2013, 4
61897, 2013, 4
61898, 2013, 4
61899, 2013, 4
61901, 2013, 3
62756, 2013, 3
61905, 2013, 3
61906, 2013, 0
61908, 2013, 7
61925, 2013, 8
61928, 2013, 3
61929, 2013, 5
61930, 2013, 15
61931, 2013, 3
61932, 2013, 2
61933, 2013, 1
61934, 2013, 4
61935, 2013, 2
62448, 2013, 2
62331, 2013, 9
62359, 2013, 2
62324, 2013, 12
62325, 2013, 4
62361, 2013, 2
62334, 2013, 1
62336, 2013, 5
62337, 2013, 5
62338, 2013, 3
62342, 2013, 1
62348, 2013, 8
62351, 2013, 23
62352, 2013, 10
62353, 2013, 42
62354, 2013, 1
62355, 2013, 1
62366, 2013, 7
62367, 2013, 1
62368, 2013, 15
62372, 2013, 5
62378, 2013, 0
62381, 2013, 5
62385, 2013, 3
62450, 2013, 1
62387, 2013, 14
62388, 2013, 10
62392, 2013, 3
62393, 2013, 9
62447, 2013, 8
62442, 2013, 7
62443, 2013, 16
62445, 2013, 9
62446, 2013, 4
62452, 2013, 2
62453, 2013, 2
62454, 2013, 2
62456, 2013, 3
62501, 2013, 3
62472, 2013, 20
62473, 2013, 65
62483, 2013, 13
62484, 2013, 8
62486, 2013, 15
62503, 2013, 9
62507, 2013, 2
62508, 2013, 4
62510, 2013, 14
62511, 2013, 15
62512, 2013, 2
62726, 2013, 4
62513, 2013, 10
62517, 2013, 10
62518, 2013, 5
62519, 2013, 5
62520, 2013, 1
62521, 2013, 10
62523, 2013, 4
62524, 2013, 2
62525, 2013, 4
62534, 2013, 7
62535, 2013, 4
62536, 2013, 3
62537, 2013, 2
62544, 2013, 4
62545, 2013, 2
62560, 2013, 9
62569, 2013, 7
62702, 2013, 10
63157, 2013, 2
62703, 2013, 11
62708, 2013, 2
62711, 2013, 2
62727, 2013, 4
62715, 2013, 47
62716, 2013, 10
62717, 2013, 1
62718, 2013, 4
62719, 2013, 5
62721, 2013, 2
62723, 2013, 0
62754, 2013, 2
62737, 2013, 17
62742, 2013, 4
62747, 2013, 2
62752, 2013, 3
62753, 2013, 2
62755, 2013, 5
62758, 2013, 3
62759, 2013, 1
62761, 2013, 2
62770, 2013, 6
62771, 2013, 5
62773, 2013, 3
62786, 2013, 5
62778, 2013, 28
62798, 2013, 16
62780, 2013, 5
62781, 2013, 4
62782, 2013, 9
62783, 2013, 11
62784, 2013, 6
62785, 2013, 5
62797, 2013, 36
62800, 2013, 13
63018, 2013, 38
63020, 2013, 6
63035, 2013, 4
63036, 2013, 4
63116, 2013, 1
63041, 2013, 51
63045, 2013, 5
63046, 2013, 2
63060, 2013, 8
63061, 2013, 12
63062, 2013, 6
63064, 2013, 5
63069, 2013, 4
63106, 2013, 12
63082, 2013, 2
63093, 2013, 1
63096, 2013, 7
63113, 2013, 15
63129, 2013, 6
63131, 2013, 14
63140, 2013, 4
63146, 2013, 2
63132, 2013, 34
63133, 2013, 7
63135, 2013, 19
63136, 2013, 7
63137, 2013, 5
63138, 2013, 3
63150, 2013, 7
63153, 2013, 1
63155, 2013, 7
63159, 2013, 14
63161, 2013, 3
63162, 2013, 3
63401, 2013, 4
63168, 2013, 13
63170, 2013, 9
63171, 2013, 7
63185, 2013, 6
63186, 2013, 3
63189, 2013, 6
63191, 2013, 2
63192, 2013, 4
63212, 2013, 3
63220, 2013, 3
63222, 2013, 4
63235, 2013, 3
63277, 2013, 3
63287, 2013, 32
63292, 2013, 0
63300, 2013, 10
63311, 2013, 23
63374, 2013, 3
63398, 2013, 3
63403, 2013, 2
63404, 2013, 1
63405, 2013, 6
63425, 2013, 2
63461, 2013, 11
63469, 2013, 4
63470, 2013, 14
63738, 2013, 4
63562, 2013, 7
63552, 2013, 3
63574, 2013, 18
63575, 2013, 6
63594, 2013, 0
63687, 2013, 6
63688, 2013, 9
63691, 2013, 12
63693, 2013, 4
63694, 2013, 7
63695, 2013, 6
63697, 2013, 24
63700, 2013, 4
63701, 2013, 4
63704, 2013, 4
63726, 2013, 20
63729, 2013, 8
63731, 2013, 11
63736, 2013, 17
63742, 2013, 5
63754, 2013, 35
63762, 2013, 4
63763, 2013, 4
63766, 2013, 5
63779, 2013, 7
109258, 2012, 1
108192, 2010, 5
108194, 2012, 4
108211, 2012, 1
108278, 2012, 1
108279, 2010, 1
108280, 2012, 2
108306, 2012, 1
108309, 2012, 1
108314, 2010, 16
108315, 2010, 3
114317, 2014, 2
108316, 2010, 4
108333, 2012, 5
108317, 2010, 5
108320, 2010, 1
108321, 2010, 5
108345, 2012, 3
108322, 2010, 1
108324, 2010, 4
108334, 2012, 4
108325, 2010, 2
108356, 2012, 1
108357, 2012, 1
108358, 2010, 11
108359, 2010, 44
108360, 2010, 2
108361, 2010, 1
108364, 2010, 1
108374, 2010, 1
108376, 2010, 1
108377, 2010, 1
108378, 2010, 6
108381, 2012, 1
108382, 2012, 1
108396, 2010, 3
108404, 2012, 3
109092, 2012, 7
108397, 2010, 1
108398, 2010, 3
108403, 2012, 15
108406, 2012, 1
108422, 2012, 2
108423, 2012, 2
108424, 2012, 5
108502, 2012, 6
108798, 2012, 1
108503, 2012, 6
108516, 2012, 1
108517, 2012, 11
108519, 2012, 10
110176, 2011, 0
108698, 2012, 6
108522, 2012, 8
108523, 2012, 1
108524, 2012, 4
108525, 2012, 3
108641, 2011, 5
108690, 2011, 3
108642, 2011, 2
108646, 2010, 2
108647, 2010, 1
108659, 2012, 1
109103, 2012, 2
108660, 2012, 3
108661, 2012, 1
108670, 2012, 1
108813, 2011, 1
108676, 2011, 1
108677, 2011, 5
108692, 2011, 5
108701, 2012, 4
108706, 2011, 25
108707, 2011, 13
108711, 2012, 2
108712, 2012, 2
108713, 2012, 7
108714, 2012, 2
108719, 2012, 6
108724, 2011, 10
108735, 2012, 3
108738, 2012, 2
108758, 2012, 2
108799, 2012, 3
108739, 2012, 1
108740, 2012, 7
108741, 2011, 3
108746, 2011, 3
108751, 2011, 4
108757, 2012, 1
108800, 2012, 3
108759, 2012, 7
108771, 2012, 28
108773, 2011, 4
108792, 2012, 1
108795, 2011, 1
108805, 2010, 1
108806, 2010, 1
108814, 2012, 13
108815, 2012, 13
108911, 2011, 7
108816, 2012, 1
108821, 2010, 1
108822, 2010, 1
108831, 2012, 11
108843, 2011, 10
108850, 2011, 45
108851, 2011, 12
108852, 2011, 48
108854, 2011, 2
108855, 2011, 48
108932, 2010, 1
108890, 2012, 2
108891, 2012, 12
108918, 2012, 6
109104, 2012, 2
108931, 2010, 4
108933, 2012, 2
108934, 2012, 2
108946, 2010, 1
108947, 2010, 5
109161, 2012, 2
108948, 2010, 2
108952, 2012, 2
108953, 2012, 2
108963, 2010, 4
108967, 2012, 3
108975, 2010, 1
108982, 2012, 1
108983, 2012, 21
108987, 2010, 2
108996, 2011, 22
108998, 2012, 3
109011, 2012, 1
109012, 2012, 1
109107, 2012, 1
109023, 2012, 3
109024, 2012, 2
109037, 2012, 2
109038, 2012, 2
109090, 2012, 1
109039, 2012, 4
109047, 2012, 1
109059, 2012, 4
109060, 2012, 16
109225, 2010, 1
109076, 2012, 2
109091, 2012, 9
109134, 2011, 1
109144, 2012, 5
109145, 2011, 1
109154, 2011, 2
109173, 2012, 1
109174, 2012, 2
109211, 2010, 28
109754, 2011, 1
109226, 2010, 1
109257, 2012, 16
109232, 2012, 1
109549, 2011, 2
109233, 2012, 1
109242, 2010, 1
109243, 2010, 1
109244, 2010, 1
109261, 2010, 1
109271, 2012, 1
109272, 2012, 4
109273, 2012, 4
109493, 2011, 1
109301, 2012, 1
109409, 2011, 1
109414, 2011, 7
109428, 2011, 1
109445, 2011, 3
109465, 2011, 5
109466, 2011, 1
109470, 2011, 1
109471, 2011, 4
109492, 2011, 6
109559, 2011, 1
109500, 2011, 1
109501, 2011, 1
109511, 2011, 29
109512, 2011, 1
109517, 2011, 2
109518, 2011, 1
109525, 2011, 8
109526, 2011, 1
109527, 2011, 1
109533, 2011, 1
109534, 2011, 1
109545, 2011, 1
109555, 2011, 11
109560, 2011, 2
109577, 2011, 5
109578, 2011, 3
109581, 2011, 2
109590, 2011, 1
109597, 2011, 1
109602, 2011, 14
109603, 2011, 1
109611, 2011, 10
109617, 2011, 9
109623, 2011, 1
109624, 2011, 7
109625, 2011, 63
109627, 2011, 1
109628, 2011, 12
109629, 2011, 1
109636, 2011, 1
109637, 2011, 13
109640, 2011, 1
109641, 2011, 2
109644, 2011, 4
109687, 2011, 1
109645, 2011, 6
109672, 2011, 1
109673, 2011, 1
109686, 2011, 4
109688, 2011, 1
109702, 2011, 1
109703, 2011, 4
109714, 2011, 2
109799, 2011, 0
109715, 2011, 2
109723, 2011, 4
109737, 2011, 14
109752, 2011, 2
109829, 2011, 0
109753, 2011, 1
109771, 2011, 1
109772, 2011, 0
109781, 2011, 4
109782, 2011, 2
109789, 2011, 4
109832, 2011, 1
109797, 2011, 50
109798, 2011, 16
109804, 2011, 4
109806, 2011, 19
109840, 2011, 4
109814, 2011, 3
109816, 2011, 3
109819, 2011, 3
109820, 2011, 7
109826, 2011, 3
109827, 2011, 2
109844, 2011, 1
109853, 2011, 1
109854, 2011, 2
109857, 2011, 29
109867, 2011, 1
109876, 2011, 8
109988, 2010, 1
109889, 2011, 7
109890, 2011, 1
109895, 2011, 4
109903, 2011, 4
109911, 2011, 0
109913, 2011, 1
109919, 2011, 5
109933, 2011, 6
110105, 2010, 2
109938, 2011, 1
109939, 2011, 1
109947, 2011, 4
109959, 2011, 7
109960, 2010, 1
114318, 2014, 2
109967, 2011, 9
109978, 2011, 2
109987, 2010, 1
109993, 2011, 3
110003, 2010, 1
110004, 2010, 3
110005, 2011, 2
110006, 2011, 3
110020, 2010, 1
110109, 2010, 1
110021, 2010, 1
110029, 2011, 1
110030, 2011, 1
110040, 2010, 1
110048, 2011, 2
110050, 2011, 1
110051, 2011, 1
110058, 2011, 1
110059, 2011, 1
110076, 2010, 2
110142, 2010, 2
110088, 2010, 1
110089, 2010, 1
110095, 2011, 37
110098, 2010, 1
110099, 2010, 2
110103, 2010, 1
110104, 2010, 1
110110, 2010, 25
110122, 2010, 1
110129, 2011, 26
110151, 2010, 10
110152, 2010, 53
110181, 2010, 1
110164, 2010, 5
110167, 2010, 1
110174, 2011, 1
110179, 2010, 1
110180, 2010, 1
110182, 2010, 1
110211, 2010, 1
110183, 2010, 3
110184, 2010, 25
114319, 2014, 2
110185, 2010, 5
110195, 2010, 2
110196, 2010, 1
110197, 2010, 1
110198, 2010, 1
114358, 2014, 2
110199, 2010, 1
110200, 2010, 1
110202, 2010, 4
110213, 2010, 2
110217, 2010, 3
110218, 2010, 1
110219, 2010, 1
110220, 2010, 4
110228, 2010, 2
110229, 2010, 1
110232, 2010, 1
110233, 2010, 5
110244, 2010, 3
110245, 2010, 1
110248, 2010, 2
110253, 2010, 2
110261, 2010, 6
110262, 2010, 1
110263, 2010, 1
110302, 2010, 2
110264, 2010, 1
110265, 2010, 1
110280, 2010, 1
110344, 2010, 1
110281, 2010, 3
110284, 2010, 1
138623, 2007, 1
110285, 2010, 3
110286, 2010, 3
110301, 2010, 1
110316, 2010, 1
110322, 2010, 1
110323, 2010, 1
110335, 2010, 2
110343, 2010, 1
110345, 2010, 20
110356, 2010, 1
110357, 2010, 1
110365, 2010, 41
120889, 2014, 40
110552, 2010, 1
110370, 2010, 2
110371, 2010, 2
110374, 2010, 1
110381, 2010, 2
110376, 2010, 2
110378, 2010, 1
110389, 2010, 1
110390, 2010, 3
110394, 2010, 1
110395, 2010, 1
110396, 2010, 2
110408, 2010, 2
110411, 2010, 1
110412, 2010, 1
110415, 2010, 8
110416, 2010, 1
110424, 2010, 1
110425, 2010, 1
110429, 2010, 1
110430, 2010, 1
110431, 2010, 21
110445, 2010, 1
110446, 2010, 3
110447, 2010, 2
110448, 2010, 1
110469, 2010, 1
110449, 2010, 1
110450, 2010, 3
110487, 2010, 1
110488, 2010, 1
110490, 2010, 1
110491, 2010, 1
110492, 2010, 1
110504, 2010, 1
110514, 2010, 1
110515, 2010, 1
110519, 2010, 3
110521, 2010, 1
110523, 2010, 3
110524, 2010, 1
110528, 2010, 30
110551, 2010, 4
110578, 2010, 1
110579, 2010, 1
110580, 2010, 2
110581, 2010, 1
110743, 2010, 1
110589, 2010, 3
110611, 2010, 1
110590, 2010, 1
110612, 2010, 3
110594, 2010, 1
110607, 2010, 5
110613, 2010, 2
110616, 2010, 1
110617, 2010, 1
110618, 2010, 3
110623, 2010, 1
110624, 2010, 1
110626, 2010, 2
110627, 2010, 2
110628, 2010, 1
110629, 2010, 1
110630, 2010, 13
110634, 2010, 1
110635, 2010, 8
110636, 2010, 1
110652, 2010, 1
110637, 2010, 1
110648, 2010, 2
110649, 2010, 1
110660, 2010, 1
110661, 2010, 1
121389, 2003, 2
110665, 2010, 7
110666, 2010, 30
110669, 2010, 1
110670, 2010, 1
110671, 2010, 1
110726, 2010, 1
110727, 2010, 2
110883, 2010, 35
110728, 2010, 1
110782, 2012, 3
110788, 2010, 3
110789, 2010, 1
110790, 2010, 2
110860, 2010, 1
110862, 2010, 3
114364, 2014, 5
110864, 2010, 3
110865, 2010, 1
110866, 2010, 3
110867, 2010, 2
110869, 2010, 1
122117, 2004, 2
110871, 2010, 1
110874, 2010, 2
110875, 2010, 17
110876, 2010, 22
110878, 2010, 29
110879, 2010, 57
110880, 2010, 4
110881, 2010, 28
110884, 2010, 46
110885, 2010, 1
110886, 2010, 9
110888, 2010, 1
110899, 2010, 3
113964, 2014, 16
113965, 2014, 16
113967, 2014, 5
113968, 2014, 4
113969, 2014, 25
113971, 2014, 4
114042, 2014, 6
113972, 2014, 4
113973, 2014, 1
113974, 2014, 1
113977, 2014, 11
113978, 2014, 25
113979, 2014, 34
114365, 2014, 3
113985, 2014, 4
113986, 2014, 25
113988, 2014, 6
113993, 2014, 3
113995, 2014, 24
113996, 2014, 4
114000, 2014, 2
114006, 2014, 6
114011, 2014, 27
114016, 2014, 2
114017, 2014, 1
114022, 2014, 1
114023, 2014, 1
114024, 2014, 40
114025, 2014, 16
114032, 2014, 2
114038, 2014, 14
114039, 2014, 3
114078, 2014, 3
114041, 2014, 26
114048, 2014, 8
114050, 2014, 21
114051, 2014, 2
114052, 2014, 7
114057, 2014, 13
114058, 2014, 50
114059, 2014, 1
114060, 2014, 4
114061, 2014, 2
114062, 2014, 1
114064, 2014, 8
114070, 2014, 4
114082, 2014, 6
114084, 2014, 9
114085, 2014, 6
114086, 2014, 8
114089, 2014, 0
114092, 2014, 15
114096, 2014, 35
