ID, Year, Best_est_deaths
114101, 2014, 9
114102, 2014, 8
114111, 2014, 27
114103, 2014, 12
114104, 2014, 57
114106, 2014, 2
114107, 2014, 7
114110, 2014, 3
114113, 2014, 7
114117, 2014, 5
114119, 2014, 6
114120, 2014, 3
114127, 2014, 0
114128, 2014, 9
114136, 2014, 3
114138, 2014, 7
114360, 2014, 2
114139, 2014, 2
114140, 2014, 8
114144, 2014, 20
114148, 2014, 1
114150, 2014, 2
114151, 2014, 1
114154, 2014, 1
114156, 2014, 2
114158, 2014, 15
114159, 2014, 4
114160, 2014, 24
114162, 2014, 4
114164, 2014, 9
114165, 2014, 9
114166, 2014, 9
114167, 2014, 8
114168, 2014, 14
114176, 2014, 0
114177, 2014, 4
114278, 2014, 6
114198, 2014, 14
114178, 2014, 48
114180, 2014, 7
114183, 2014, 4
114190, 2014, 1
114191, 2014, 3
114192, 2014, 13
114193, 2014, 4
114286, 2014, 3
114199, 2014, 32
114205, 2014, 7
114213, 2014, 52
114219, 2014, 1
114220, 2014, 8
114301, 2014, 7
114221, 2014, 14
114222, 2014, 6
114223, 2014, 1
114224, 2014, 13
114229, 2014, 6
114251, 2014, 3
114259, 2014, 15
114306, 2014, 42
122127, 2004, 36
114266, 2014, 13
114274, 2014, 16
114294, 2014, 22
114296, 2014, 3
114312, 2014, 6
114313, 2014, 6
114314, 2014, 2
114320, 2014, 20
114328, 2014, 4
114330, 2014, 4
114331, 2014, 4
114332, 2014, 4
114333, 2014, 4
114334, 2014, 3
114381, 2014, 5
114336, 2014, 25
114338, 2014, 5
114344, 2014, 11
114345, 2014, 6
114347, 2014, 13
114352, 2014, 3
114354, 2014, 12
114356, 2014, 1
114367, 2014, 7
114370, 2014, 2
114373, 2014, 3
114411, 2014, 30
114378, 2014, 23
114379, 2014, 5
114432, 2014, 7
114386, 2014, 14
114387, 2014, 3
114391, 2014, 3
114392, 2014, 1
114393, 2014, 2
114406, 2014, 14
114407, 2014, 4
114408, 2014, 7
114409, 2014, 2
122131, 2004, 58
114417, 2014, 5
114421, 2014, 11
114422, 2014, 4
114425, 2014, 20
114426, 2014, 3
114433, 2014, 8
114435, 2014, 11
114436, 2014, 8
114438, 2014, 0
114439, 2014, 7
114443, 2014, 4
114445, 2014, 5
114449, 2014, 20
114458, 2014, 13
114463, 2014, 16
114466, 2014, 4
114499, 2014, 18
114501, 2014, 32
114507, 2014, 1
114555, 2014, 23
114541, 2014, 6
114542, 2014, 46
114543, 2014, 2
114544, 2014, 19
114548, 2014, 3
114553, 2014, 16
114554, 2014, 20
114556, 2014, 2
114557, 2014, 106
114565, 2014, 22
114566, 2014, 4
114568, 2014, 2
114571, 2014, 1
114573, 2014, 8
114580, 2014, 18
114582, 2014, 8
114583, 2014, 8
114584, 2014, 3
122128, 2004, 22
114586, 2014, 14
114592, 2014, 12
114602, 2014, 43
114593, 2014, 80
114598, 2014, 3
114599, 2014, 6
114600, 2014, 35
114601, 2014, 5
114605, 2014, 59
114606, 2014, 3
114607, 2014, 61
114608, 2014, 18
114609, 2014, 8
114612, 2014, 1
114613, 2014, 29
114614, 2014, 3
114618, 2014, 20
114667, 2014, 13
114655, 2014, 70
114656, 2014, 6
114657, 2014, 4
114658, 2014, 5
114659, 2014, 16
114668, 2014, 2
122129, 2004, 5
114692, 2014, 1
114693, 2014, 18
114694, 2014, 9
114698, 2014, 6
114712, 2014, 12
114699, 2014, 2
114700, 2014, 10
114701, 2014, 249
114708, 2014, 28
114709, 2014, 12
114710, 2014, 12
114842, 2014, 6
114843, 2014, 1
114826, 2014, 2
114711, 2014, 560
114832, 2014, 1
114834, 2014, 0
114835, 2014, 11
114844, 2014, 1
114838, 2014, 4
114839, 2014, 71
114840, 2014, 7
114841, 2014, 7
114845, 2014, 84
114846, 2014, 6
114847, 2014, 28
114848, 2014, 8
114850, 2014, 1
114852, 2014, 30
114854, 2014, 17
114855, 2014, 30
114857, 2014, 13
114861, 2014, 6
114867, 2014, 7
114897, 2014, 20
114869, 2014, 3
114870, 2014, 10
114873, 2014, 11
114875, 2014, 6
114879, 2014, 25
114880, 2014, 13
114886, 2014, 70
114891, 2014, 5
114892, 2014, 12
114893, 2014, 4
114894, 2014, 19
114898, 2014, 29
114899, 2014, 75
114901, 2014, 13
114902, 2014, 41
115141, 2014, 13
115143, 2014, 0
115145, 2014, 1
115147, 2014, 11
115148, 2014, 2
115430, 2014, 3
115431, 2014, 3
115432, 2014, 15
115433, 2014, 3
115437, 2014, 12
115440, 2014, 1
115441, 2014, 30
115442, 2014, 30
115444, 2014, 8
115456, 2014, 11
115457, 2014, 10
115523, 2011, 13
115578, 1993, 12
115579, 1993, 2
115609, 1996, 4
115620, 1997, 0
115625, 2008, 4
115653, 2006, 3
115636, 1999, 1
115674, 2007, 0
115835, 2011, 1
115695, 2001, 1
115696, 2001, 0
115719, 2001, 2
115720, 2001, 0
115721, 2001, 2
115722, 2001, 2
115789, 1993, 3
115744, 1999, 7
115802, 1993, 0
115815, 1991, 1
115855, 1993, 1
115926, 2011, 2
115930, 2011, 1
115933, 2011, 3
115960, 1999, 0
120051, 2011, 1
120227, 2014, 4
120228, 2014, 6
120230, 2014, 30
120231, 2014, 30
120232, 2014, 6
120269, 2014, 1
120262, 2014, 7
120263, 2014, 4
120265, 2014, 9
120266, 2014, 2
120267, 2014, 1
120270, 2014, 8
120271, 2014, 46
120272, 2014, 39
120273, 2014, 7
120274, 2014, 11
120275, 2014, 2
120276, 2014, 31
120277, 2014, 0
120278, 2014, 26
120279, 2014, 17
120280, 2014, 46
120284, 2014, 8
120285, 2014, 20
120288, 2014, 8
120291, 2014, 7
120292, 2014, 3
120293, 2014, 3
120360, 2014, 10
120337, 2014, 5
120338, 2014, 14
120339, 2014, 5
120340, 2014, 4
120341, 2014, 12
120346, 2014, 79
120347, 2014, 21
120365, 2014, 15
120367, 2014, 2
120368, 2014, 4
120369, 2014, 3
120370, 2014, 22
120375, 2014, 7
122130, 2004, 9
120382, 2014, 1
120386, 2014, 8
120387, 2014, 60
120388, 2014, 6
120390, 2014, 38
120391, 2014, 19
120392, 2014, 10
120395, 2014, 43
120396, 2014, 42
120397, 2014, 42
120398, 2014, 10
120469, 2014, 6
120409, 2014, 34
120411, 2014, 3
120412, 2014, 19
120414, 2014, 12
120433, 2014, 28
120415, 2014, 1
120417, 2014, 6
120428, 2014, 1
120429, 2014, 15
120430, 2014, 12
120431, 2014, 6
120432, 2014, 4
120434, 2014, 4
120435, 2014, 12
120436, 2014, 1
120438, 2014, 50
120439, 2014, 50
120440, 2014, 23
120441, 2014, 20
120442, 2014, 17
120445, 2014, 7
120446, 2014, 7
120447, 2014, 6
120448, 2014, 44
120451, 2014, 200
120459, 2014, 5
120452, 2014, 26
120460, 2014, 9
120461, 2014, 10
120463, 2014, 67
120464, 2014, 5
120465, 2014, 2
120466, 2014, 114
120467, 2014, 3
120468, 2014, 2
120471, 2014, 6
120472, 2014, 1
120490, 2014, 1
120473, 2014, 32
120474, 2014, 32
120476, 2014, 10
120477, 2014, 10
120478, 2014, 3
120479, 2014, 385
120480, 2014, 8
120481, 2014, 90
120489, 2014, 111
120491, 2014, 1
120492, 2014, 2
120493, 2014, 10
120495, 2014, 47
120496, 2014, 60
120498, 2014, 6
120499, 2014, 11
120500, 2014, 32
120502, 2014, 16
120503, 2014, 3
120504, 2014, 2
120507, 2014, 12
120508, 2014, 15
120509, 2014, 3
120511, 2014, 3
120512, 2014, 20
120513, 2014, 3
120515, 2014, 9
120516, 2014, 8
120522, 2014, 16
120523, 2014, 18
120524, 2014, 4
120525, 2014, 17
120527, 2014, 10
120529, 2014, 1
120530, 2014, 12
120531, 2014, 100
138557, 2007, 32
121307, 2003, 7
120650, 2011, 2
120710, 2014, 400
120698, 2014, 27
120707, 2014, 13
121296, 2004, 5
120708, 2014, 12
120713, 2014, 1
120714, 2014, 15
120718, 2014, 23
120719, 2014, 1
120721, 2014, 13
120881, 2014, 1
120722, 2014, 9
120723, 2014, 27
120724, 2014, 10
120725, 2014, 7
120727, 2014, 3
120746, 2014, 3
120728, 2014, 11
121393, 2004, 15
120729, 2014, 20
120730, 2014, 4
120731, 2014, 15
120733, 2014, 3
120734, 2014, 25
120735, 2014, 3
120736, 2014, 5
120737, 2014, 12
121898, 2004, 0
120738, 2014, 0
120739, 2014, 39
120743, 2014, 20
120744, 2014, 9
120745, 2014, 1
120748, 2014, 1
120879, 2014, 20
120828, 1999, 1
120882, 2014, 114
120835, 1993, 1
120861, 2014, 2
120862, 2014, 1
120880, 2014, 14
120864, 2014, 17
120865, 2014, 11
120866, 2014, 11
120867, 2014, 5
120868, 2014, 1
120871, 2014, 25
120872, 2014, 3
120874, 2014, 7
120875, 2014, 27
120877, 2014, 22
120878, 2014, 15
120883, 2014, 1
120885, 2014, 9
120887, 2014, 10
120888, 2014, 10
120890, 2014, 22
120891, 2014, 20
120892, 2014, 3
120895, 2014, 1
120896, 2014, 7
120898, 2014, 4
120899, 2014, 13
120901, 2014, 9
120902, 2014, 12
120903, 2014, 61
120904, 2014, 28
120905, 2014, 8
120909, 2014, 75
121997, 2004, 3
121305, 2003, 1
121166, 2003, 4
121306, 2003, 1
129656, 2006, 2
121167, 2003, 1
121174, 2004, 21
121175, 2004, 5
145150, 1991, 80
121224, 2003, 5
121278, 2004, 9
121279, 2004, 3
121288, 2004, 1
121289, 2004, 15
121295, 2004, 72
121390, 2003, 0
121394, 2003, 1
121395, 2003, 1
121401, 2004, 1
121402, 2003, 4
121403, 2003, 24
121404, 2003, 1
121409, 2004, 15
121450, 2003, 6
121451, 2003, 4
121463, 2004, 21
121464, 2004, 4
121481, 2004, 2
121485, 2003, 1
121486, 2003, 5
121488, 2003, 25
121489, 2003, 1
121500, 2003, 1
121501, 2003, 320
121502, 2003, 15
121507, 2004, 41
121508, 2004, 1
121562, 2004, 7
121563, 2004, 13
121574, 2004, 8
121575, 2004, 2
121586, 2003, 2
121587, 2003, 75
121591, 2003, 6
121592, 2003, 1
121593, 2003, 1
121598, 2004, 3
121599, 2004, 1
121615, 2004, 1
121776, 2004, 0
121637, 2004, 1
121639, 2004, 1
121695, 2003, 0
121697, 2003, 70
121698, 2003, 1
121704, 2004, 1
121705, 2004, 0
121720, 2004, 0
121721, 2004, 0
121752, 2004, 1
121766, 2003, 0
121767, 2003, 4
121770, 2003, 1
121774, 2004, 0
121775, 2004, 0
121783, 2003, 1
121789, 2004, 1
121790, 2004, 0
121805, 2004, 0
121806, 2004, 3
121835, 2004, 1
121844, 2004, 3
121845, 2004, 1
121846, 2004, 2
121847, 2004, 0
121852, 2004, 0
121853, 2004, 0
121877, 2004, 0
121895, 2004, 0
121897, 2004, 0
122028, 2003, 2
122040, 2003, 4
122043, 2004, 4
122044, 2004, 20
122059, 2003, 1
122061, 2003, 60
122062, 2003, 2
122063, 2003, 29
122066, 2003, 150
122082, 2003, 1
122070, 2003, 2
122071, 2003, 62
122072, 2003, 1
122074, 2003, 13
122077, 2004, 3
122078, 2004, 0
122079, 2004, 4
122080, 2003, 24
122081, 2003, 14
122185, 2004, 0
122083, 2003, 1
122084, 2003, 1
122085, 2003, 5
122087, 2003, 2
122091, 2003, 256
122098, 2003, 6573
122118, 2004, 0
122133, 2004, 3
122134, 2004, 5
122135, 2004, 5
122136, 2004, 1
122137, 2004, 1
122138, 2004, 2
122139, 2004, 2
122140, 2004, 7
122141, 2004, 5
122142, 2004, 5
122143, 2004, 3
122144, 2004, 13
122145, 2004, 0
122146, 2004, 2
122147, 2004, 5
122148, 2004, 4
122149, 2004, 27
122150, 2004, 0
122151, 2004, 8
122152, 2004, 4
122159, 2004, 16
122160, 2004, 14
122161, 2004, 5
122164, 2004, 6
122165, 2004, 11
122166, 2004, 52
122168, 2004, 327
122186, 2004, 0
122169, 2004, 15
122173, 2004, 12
122175, 2004, 15
122176, 2004, 22
122177, 2004, 25
122183, 2004, 4
122184, 2004, 0
122187, 2004, 0
122188, 2004, 0
122189, 2004, 0
122190, 2004, 0
122191, 2004, 0
122192, 2004, 0
122193, 2004, 0
122194, 2004, 0
122195, 2004, 9
122196, 2004, 10
122198, 2004, 0
122199, 2004, 0
122200, 2004, 0
122201, 2004, 0
122202, 2004, 0
122203, 2004, 62
122204, 2004, 2
122207, 2004, 2
122208, 2004, 1
122209, 2004, 0
122210, 2004, 4
122211, 2004, 1
122212, 2004, 21
122213, 2004, 5
122214, 2004, 4
122217, 2004, 9
122218, 2004, 4
122219, 2004, 6
122220, 2004, 6
122221, 2004, 22
122223, 2004, 5
122288, 2004, 5
122225, 2004, 4
122271, 2004, 4
122226, 2004, 1
122227, 2004, 26
122228, 2004, 19
122229, 2004, 0
122230, 2004, 13
122231, 2004, 1
122232, 2004, 1
122233, 2004, 3
122234, 2004, 4
122236, 2004, 2
122272, 2004, 7
122237, 2004, 2
122238, 2004, 3
122240, 2004, 5
122241, 2004, 11
122242, 2004, 2
122243, 2004, 1
122244, 2004, 2
122246, 2004, 1
122247, 2004, 8
122248, 2004, 3
122249, 2004, 12
122256, 2004, 51
122250, 2004, 13
122251, 2004, 3
122252, 2004, 2
122254, 2004, 9
122289, 2004, 1
122255, 2004, 26
122257, 2004, 47
122258, 2004, 1
122259, 2004, 2
122260, 2004, 16
122261, 2004, 2
122262, 2004, 4
122263, 2004, 1
122264, 2004, 11
122265, 2004, 7
122266, 2004, 8
122267, 2004, 3
122268, 2004, 4
122269, 2004, 5
122270, 2004, 4
122273, 2004, 41
122274, 2004, 3
122275, 2004, 3
122276, 2004, 18
122277, 2004, 8
122278, 2004, 3
122279, 2004, 2
122334, 2004, 9
122282, 2004, 2
122283, 2004, 1
122284, 2004, 1
122285, 2004, 4
122286, 2004, 6
122287, 2004, 2
122336, 2004, 3
122290, 2004, 52
122291, 2004, 3
122292, 2004, 1
122294, 2004, 2
122295, 2004, 4
122296, 2004, 1
122335, 2004, 1
122297, 2004, 34
122298, 2004, 1
122299, 2004, 21
122300, 2004, 15
122301, 2004, 45
122303, 2004, 1
122308, 2004, 1
122304, 2004, 3
130567, 2008, 2
122305, 2004, 12
122306, 2004, 3
122307, 2004, 6
122324, 2004, 12
122309, 2004, 7
122311, 2004, 24
122312, 2004, 1
122314, 2004, 966
122315, 2004, 1
122316, 2004, 3
122320, 2004, 1
122321, 2004, 3
122322, 2004, 3
122323, 2004, 396
122325, 2004, 10
122327, 2004, 15
122329, 2004, 18
122330, 2004, 29
122332, 2004, 2
122337, 2004, 2
122338, 2004, 1
122342, 2004, 2
122343, 2004, 3
122346, 2004, 1
122347, 2004, 25
122350, 2004, 1
122351, 2004, 31
122352, 2004, 56
122353, 2004, 47
122355, 2004, 27
122356, 2004, 11
122358, 2004, 1
122359, 2004, 13
122363, 2004, 73
122367, 2004, 3
122368, 2004, 6
122563, 2003, 6
122565, 2003, 36
122566, 2004, 0
122568, 2004, 17
122616, 2004, 2
122620, 2004, 1
122621, 2004, 3
122623, 2004, 1
122626, 2004, 1
122628, 2004, 1
122629, 2004, 11
122630, 2004, 1
122631, 2004, 1
122634, 2004, 3
122635, 2004, 5
122636, 2004, 5
122637, 2004, 2
122638, 2004, 2
122641, 2004, 1
122642, 2004, 5
122645, 2004, 5
122646, 2004, 1
122649, 2004, 2
122650, 2004, 1
122664, 2004, 2
122665, 2004, 2
122667, 2004, 12
122668, 2004, 3
122669, 2004, 6
122670, 2004, 2
125897, 2003, 1
130165, 2007, 3
130168, 2007, 2
131736, 2007, 2
125903, 2004, 5
129811, 2008, 1
131961, 2008, 1
138192, 2007, 1
131969, 2008, 2
138212, 2007, 1
126118, 2003, 2
132197, 2006, 0
126119, 2003, 8
132332, 2008, 2
132308, 2008, 3
137696, 2006, 1
125750, 2004, 9
132309, 2008, 7
132317, 2009, 4
130534, 2008, 2
125751, 2003, 8
129897, 2006, 1
125748, 2004, 4
125652, 2004, 3
130164, 2007, 4
125866, 2004, 1
125666, 2003, 1
130806, 2005, 7
125749, 2003, 1
132318, 2009, 1
132330, 2008, 4
125677, 2004, 20
138039, 2007, 3
138040, 2007, 1
125682, 2003, 1
125688, 2004, 2
125758, 2003, 2
138079, 2007, 2
137744, 2006, 1
137745, 2006, 0
125645, 2003, 1
125651, 2004, 3
125880, 2003, 3
125881, 2003, 1
125884, 2003, 1
125888, 2003, 4
125894, 2003, 1
125904, 2004, 9
125975, 2003, 50
125985, 2004, 1
125988, 2004, 7
125990, 2003, 1
125996, 2004, 1
126101, 2004, 22
126105, 2004, 3
126123, 2004, 4
126124, 2003, 1
129553, 2005, 2
130434, 2006, 1
130435, 2006, 1
130469, 2007, 75
139483, 2008, 2
136911, 2005, 1
130059, 2008, 2
130169, 2007, 1
130232, 2006, 2
130504, 2008, 4
130505, 2008, 2
130506, 2008, 6
130514, 2008, 7
130532, 2008, 1
130533, 2008, 1
130544, 2008, 21
130562, 2008, 1
130563, 2008, 1
130564, 2008, 13
130565, 2008, 2
130711, 2006, 3
130712, 2006, 7
130737, 2006, 1
130738, 2006, 1
130756, 2005, 4
130757, 2006, 10
136335, 2005, 8
130758, 2006, 1
130778, 2005, 2
130782, 2005, 2
130997, 2006, 3
131080, 2005, 5
131092, 2005, 3
131142, 2005, 2
131143, 2005, 0
131146, 2005, 1
131263, 2008, 1
131271, 2008, 6
131279, 2008, 3
131280, 2008, 2
131292, 2008, 3
131313, 2008, 80
131323, 2008, 25
131394, 2007, 13
131395, 2007, 1
131472, 2006, 1
131473, 2006, 0
131477, 2006, 3
131534, 2005, 8
131536, 2005, 69
131537, 2005, 1
131538, 2005, 10
131655, 2008, 2
131656, 2008, 5
131657, 2008, 10
131658, 2008, 3
138911, 2009, 1
131666, 2008, 1
131688, 2008, 4
131737, 2007, 1
131738, 2007, 1
131806, 2006, 10
131816, 2006, 1
131837, 2005, 15
131995, 2008, 12
131997, 2008, 1
132039, 2007, 6
132040, 2007, 1
132091, 2006, 2
132092, 2006, 0
132270, 2008, 1
132271, 2008, 4
132272, 2008, 42
132281, 2008, 1
132284, 2008, 5
132285, 2008, 9
132377, 2007, 1
132424, 2006, 1
132743, 2005, 2
132425, 2006, 7
132452, 2005, 43
132454, 2005, 1
132455, 2005, 3
132465, 2005, 14
132484, 2005, 1
132507, 2006, 3
132508, 2006, 1
132542, 2007, 5
132567, 2009, 1
132754, 2005, 3
132576, 2008, 5
132577, 2008, 2
132578, 2008, 2
132579, 2008, 2
132586, 2008, 2
132587, 2008, 1
132591, 2008, 1
132592, 2008, 1
132593, 2008, 1
132602, 2008, 1
132611, 2008, 4
132612, 2008, 3
132617, 2009, 4
132713, 2006, 2
132758, 2005, 2
136169, 2005, 1
136170, 2005, 13
136171, 2005, 3
136172, 2005, 2
136173, 2005, 12
136174, 2005, 22
136175, 2005, 5
136176, 2005, 2
136302, 2005, 5
136179, 2005, 18
136180, 2005, 6
136181, 2005, 15
136182, 2005, 3
136183, 2005, 5
136185, 2005, 1
136186, 2005, 2
136187, 2005, 1
136188, 2005, 3
136189, 2005, 0
136191, 2005, 3
136194, 2005, 30
136205, 2005, 2
136195, 2005, 18
136196, 2005, 11
136197, 2005, 0
136198, 2005, 10
136199, 2005, 1
136208, 2005, 15
136209, 2005, 14
136210, 2005, 2
136211, 2005, 7
136212, 2005, 1
136213, 2005, 8
136214, 2005, 18
136215, 2005, 1
136217, 2005, 4
136218, 2005, 3
136219, 2005, 5
136220, 2005, 2
136221, 2005, 1
136222, 2005, 1
136223, 2005, 2
136303, 2005, 1
136224, 2005, 1
136225, 2005, 1
136227, 2005, 9
136228, 2006, 28
136230, 2005, 1
136231, 2005, 1
136253, 2006, 1
136232, 2005, 17
136233, 2005, 13
136234, 2005, 13
136236, 2005, 21
136237, 2005, 2
136238, 2005, 2
136239, 2005, 3
136254, 2006, 3
136255, 2005, 1
136256, 2006, 2
136257, 2006, 1
136258, 2005, 1
136259, 2005, 3
136261, 2005, 1
136262, 2005, 4
136263, 2005, 1
136267, 2005, 3
136268, 2005, 8
136269, 2005, 4
136270, 2005, 9
136271, 2005, 1
136272, 2005, 1
136273, 2005, 7
136274, 2005, 12
136275, 2005, 4
136276, 2005, 1
136277, 2005, 1
136278, 2005, 3
136279, 2005, 1
136280, 2005, 3
136281, 2005, 0
136282, 2005, 2
136283, 2005, 3
136304, 2005, 5
136284, 2005, 6
136285, 2005, 4
136286, 2005, 1
136287, 2005, 2
136288, 2005, 3
136289, 2005, 1
136291, 2005, 7
136292, 2005, 1
136293, 2005, 1
136294, 2005, 1
136305, 2005, 15
136307, 2005, 9
136308, 2005, 1
136309, 2005, 0
136310, 2005, 9
136311, 2005, 1
136315, 2005, 2
136316, 2005, 13
136317, 2005, 1
136318, 2005, 2
136319, 2005, 5
136320, 2005, 1
136321, 2005, 2
136322, 2005, 12
136381, 2005, 5
136323, 2005, 22
136324, 2005, 1
136325, 2005, 10
136326, 2005, 13
136328, 2005, 10
136329, 2005, 1
136330, 2005, 25
136349, 2005, 1
136331, 2005, 2
136332, 2005, 25
136333, 2005, 8
136334, 2005, 2
136338, 2005, 1
136339, 2005, 2
136412, 2005, 2
136340, 2005, 0
136341, 2005, 2
136342, 2005, 1
136344, 2005, 0
136345, 2005, 10
136346, 2005, 1
136347, 2005, 6
136348, 2005, 1
136350, 2005, 0
136351, 2005, 29
136352, 2005, 0
136353, 2005, 2
136354, 2005, 1
136355, 2005, 5
136356, 2005, 1
136413, 2005, 2
136361, 2005, 1
136362, 2005, 6
136363, 2005, 0
136364, 2005, 1
136365, 2005, 5
136366, 2005, 3
136367, 2005, 4
136368, 2005, 1
136369, 2005, 26
136370, 2005, 20
136371, 2005, 30
136372, 2005, 1
136373, 2005, 23
136374, 2005, 2
136375, 2005, 2
136378, 2005, 23
136382, 2005, 2
136383, 2005, 17
136384, 2005, 5
136385, 2005, 13
136386, 2005, 3
136387, 2005, 4
136388, 2005, 12
136389, 2005, 1
136390, 2005, 7
136393, 2005, 3
136394, 2005, 21
136395, 2005, 11
136396, 2005, 3
136397, 2005, 2
136398, 2005, 4
136399, 2005, 8
136400, 2005, 19
136401, 2005, 2
136407, 2005, 2
136408, 2005, 40
136410, 2005, 1
136411, 2005, 4
136417, 2005, 0
136418, 2005, 2
136419, 2005, 1
136420, 2005, 1
136422, 2005, 3
136423, 2005, 47
136424, 2005, 1
136425, 2005, 1
136426, 2005, 141
136428, 2005, 0
136429, 2005, 15
136430, 2005, 4
136431, 2005, 0
136432, 2005, 16
136433, 2005, 0
136434, 2005, 2
136435, 2005, 4
136436, 2005, 8
136437, 2005, 3
136439, 2005, 13
136440, 2005, 1
136441, 2005, 5
136442, 2005, 4
136443, 2005, 1
136453, 2005, 10
136444, 2005, 6
136445, 2005, 24
136446, 2005, 30
136447, 2005, 3
136448, 2005, 5
136450, 2005, 2
136451, 2005, 12
136454, 2005, 70
136455, 2005, 8
136456, 2005, 1
136457, 2005, 2
136458, 2005, 20
136461, 2005, 40
136462, 2005, 8
136467, 2005, 37
138939, 2009, 1
136468, 2005, 36
136470, 2005, 37
136472, 2005, 1
136473, 2005, 21
136474, 2005, 1
138185, 2007, 5
136475, 2005, 8
136476, 2005, 2
136477, 2005, 3
136480, 2005, 1
136481, 2005, 3
136482, 2005, 1
136822, 2005, 11
136484, 2005, 42
136488, 2005, 1
136489, 2005, 1
136490, 2005, 1
138599, 2007, 8
136491, 2005, 11
136820, 2005, 0
136821, 2005, 1
136825, 2005, 14
136826, 2005, 12
136827, 2005, 0
136828, 2005, 3
136830, 2005, 7
136831, 2005, 0
136844, 2005, 6
136832, 2005, 0
136833, 2005, 0
136834, 2005, 0
136836, 2005, 0
136841, 2005, 31
136842, 2005, 3
138186, 2007, 1
136846, 2005, 53
136847, 2005, 2
136848, 2005, 2
136850, 2005, 6
136851, 2005, 2
136852, 2005, 3
136853, 2005, 33
136854, 2005, 5
136855, 2005, 1
136856, 2005, 1
136857, 2005, 2
136858, 2005, 1
136861, 2005, 3
136862, 2005, 2
136906, 2005, 0
136863, 2005, 126
136864, 2005, 1
136865, 2005, 1
136866, 2005, 2
136867, 2005, 1
136868, 2005, 2
138600, 2007, 1
136870, 2005, 26
136871, 2005, 2
136907, 2005, 1
136872, 2005, 30
136873, 2005, 6
136874, 2005, 3
136875, 2005, 15
136876, 2005, 1
136877, 2005, 2
136878, 2005, 3
136883, 2005, 2
136884, 2005, 4
136885, 2005, 0
136886, 2005, 1
136888, 2005, 8
136889, 2005, 114
136890, 2005, 11
136891, 2005, 1
136892, 2005, 0
136916, 2005, 0
136908, 2005, 34
136909, 2005, 0
136910, 2005, 15
136913, 2005, 4
137057, 2009, 8
136914, 2005, 0
136915, 2005, 0
145610, 1996, 0
137027, 2006, 2
137029, 2006, 1
137048, 2006, 1
137030, 2006, 1
137031, 2006, 6
137032, 2006, 2
137033, 2009, 2
137034, 2009, 1
137035, 2006, 35
137038, 2006, 3
137039, 2009, 5
137040, 2006, 3
137042, 2006, 2
137044, 2006, 2
137047, 2008, 1
137050, 2008, 7
138965, 2009, 2
137051, 2006, 1
137053, 2006, 1
137054, 2006, 2
137055, 2006, 5
137056, 2006, 1
137058, 2009, 6
137059, 2006, 1
137060, 2006, 1
137061, 2006, 1
137062, 2006, 2
137063, 2006, 6
138867, 2009, 6
137064, 2006, 1
137065, 2006, 2
137066, 2006, 1
137070, 2006, 2
137071, 2006, 6
137092, 2006, 2
137126, 2006, 13
137072, 2006, 2
137073, 2006, 1
137074, 2006, 1
137075, 2006, 4
137076, 2006, 2
137077, 2006, 1
137078, 2006, 1
137079, 2006, 1
137128, 2006, 1
137080, 2006, 1
137081, 2006, 1
137082, 2006, 10
137083, 2006, 1
137084, 2006, 2
137085, 2006, 5
138020, 2007, 1
137086, 2006, 11
137088, 2006, 3
137090, 2006, 7
137091, 2006, 1
137093, 2006, 4
137094, 2006, 9
137095, 2006, 2
137096, 2006, 1
137097, 2006, 40
137098, 2006, 1
137099, 2006, 1
137100, 2006, 2
137101, 2006, 1
137102, 2006, 1
137103, 2006, 4
137104, 2006, 7
137105, 2006, 2
137127, 2006, 4
137106, 2006, 2
137107, 2006, 9
137108, 2006, 10
137109, 2006, 4
137110, 2006, 1
137111, 2006, 0
137112, 2006, 2
137113, 2006, 6
137114, 2006, 2
137115, 2006, 3
137116, 2006, 20
137117, 2006, 1
137119, 2006, 3
137120, 2006, 0
137121, 2006, 3
137122, 2006, 6
137123, 2006, 6
137124, 2006, 6
137129, 2006, 3
137130, 2006, 1
137131, 2006, 2
137132, 2006, 2
137133, 2006, 100
137134, 2006, 10
137135, 2006, 14
137136, 2006, 18
137137, 2006, 3
137138, 2006, 8
137139, 2006, 1
137140, 2006, 1
137141, 2006, 1
137142, 2006, 25
137143, 2006, 1
137144, 2006, 2
137145, 2006, 21
137165, 2006, 1
137146, 2006, 1
137147, 2006, 4
137148, 2006, 2
137149, 2006, 8
137150, 2006, 3
137151, 2006, 5
137152, 2006, 1
139239, 2009, 1
137153, 2006, 1
137155, 2006, 13
137156, 2006, 1
137157, 2006, 1
137158, 2006, 1
137166, 2006, 1
137159, 2006, 21
137161, 2006, 1
137162, 2006, 1
137185, 2006, 11
137163, 2006, 5
137164, 2006, 1
137167, 2006, 6
137168, 2006, 3
137169, 2006, 1
137170, 2006, 4
137171, 2006, 4
137172, 2006, 2
137173, 2006, 1
137174, 2006, 9
137175, 2006, 1
137177, 2006, 5
137178, 2006, 1
137180, 2006, 3
137181, 2006, 1
137182, 2006, 5
137183, 2006, 12
137184, 2006, 3
137187, 2006, 2
137188, 2006, 8
137189, 2006, 1
137190, 2006, 15
137191, 2006, 1
137199, 2006, 2
137192, 2006, 1
137193, 2006, 1
137195, 2006, 3
137196, 2006, 1
137197, 2006, 1
137217, 2006, 5
137198, 2006, 2
137297, 2006, 0
137200, 2006, 7
137201, 2006, 1
